cell_type,image_url,set_number
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_0.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_1.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_2.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_3.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_4.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_5.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_6.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_7.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_8.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_9.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_10.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_11.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_12.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_13.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_14.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_15.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_16.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_17.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_18.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_19.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_20.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_21.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_22.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_23.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_24.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_25.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_26.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_27.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_28.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_29.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_30.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_31.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_32.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_33.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_34.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_35.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_36.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_37.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_38.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_39.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_40.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_41.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_42.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_43.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_44.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_45.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_46.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_47.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_48.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_49.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_50.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_51.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_52.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_53.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_54.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_55.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_56.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_57.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_58.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_59.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_60.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_61.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_62.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_63.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_64.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_65.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_66.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_67.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_68.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_69.png,set0
HEK293,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HEK293/set0/Processed/nuclear_70.png,set0
