cell_type,image_url,set_number
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_0.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_1.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_2.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_3.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_4.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_5.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_6.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_7.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_8.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_9.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_10.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_11.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_12.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_13.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_14.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_15.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_16.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_17.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_18.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_19.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_20.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_21.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_22.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_23.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_24.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_25.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_26.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_27.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_28.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_29.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_30.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_31.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_32.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_33.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_34.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_35.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_36.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_37.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_38.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_39.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_40.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_41.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_42.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_43.png,set1
RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set1/Processed/nuclear_44.png,set1
