_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,annotation,broken_link,annotation_gold,broken_link_gold,cell_type,image_url,set_number
1521824274,12/26/2017 10:33:31,3189756761,12/26/2017 10:07:19,false,test_rprocess,1.0,43922202,IND,"","",27.34.243.242,"{""url"":""https://s3.amazonaws.com/pichost/construe/1219138/43922202/u0147007041139048136209051153239221181204170085231072191108222175171089133099007025109145120180253.png""}",false,,,HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set1/Processed/nuclear_0.png,set1
1521824275,12/27/2017 04:35:29,3191417349,12/27/2017 04:13:02,false,test_rprocess,1.0,43922202,IND,"","",27.34.243.242,"{""url"":""https://s3.amazonaws.com/pichost/construe/1219138/43922202/u0061252044210119152236073191106070089186213141154101127219017010225004051126195145182086170018040.png""}",false,,,HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set1/Processed/nuclear_1.png,set1
1521824276,12/26/2017 05:27:57,3189507164,12/26/2017 05:08:48,false,test_rprocess,1.0,43838813,IND,19,Mysore,103.2.232.50,"{""url"":""https://s3.amazonaws.com/pichost/construe/1219138/43838813/u0171145252217123068206102255163044119164020132190156102208004006084118101068014014200064088227006.png""}",false,,,HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set1/Processed/nuclear_2.png,set1
1521824277,12/27/2017 04:12:57,3191396348,12/27/2017 03:45:34,false,test_rprocess,1.0,43922202,IND,19,Mysore,103.2.232.50,"{""url"":""https://s3.amazonaws.com/pichost/construe/1219138/43922202/u0160036202001162047206157170163112127162150211188158253106246208074083148167031233158098003218118.png""}",false,,,HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set1/Processed/nuclear_3.png,set1
1521824278,12/27/2017 10:21:01,3191758065,12/27/2017 10:02:45,false,test_rprocess,1.0,43936156,IND,19,Kushalnagar,103.35.197.63,"{""url"":""https://s3.amazonaws.com/pichost/construe/1219138/43936156/u0215121006133026082094085091072021027042105102234189037142154043183237065023116132129008011134056.png""}",false,,,HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set1/Processed/nuclear_4.png,set1
1521824279,12/26/2017 04:10:53,3189349830,12/26/2017 03:49:17,false,test_rprocess,1.0,43838813,IND,19,Kushalnagar,103.35.197.63,"{""url"":""https://s3.amazonaws.com/pichost/construe/1219138/43838813/u0180052116222159061081191242014097141046065244044074117028236175101095152194050064062233187113101.png""}",false,,,HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set1/Processed/nuclear_5.png,set1
1521824280,12/26/2017 06:20:36,3189586761,12/26/2017 06:00:28,false,test_rprocess,1.0,43838813,IND,"","",27.34.243.242,"{""url"":""https://s3.amazonaws.com/pichost/construe/1219138/43838813/u0090244214009058006202178093247146065082183141169240248039112045094146225090189151235199103198182.png""}",false,,,HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set1/Processed/nuclear_6.png,set1
1521824281,12/26/2017 08:30:23,3189673169,12/26/2017 08:09:15,false,test_rprocess,1.0,43838813,IND,19,Kushalnagar,103.35.197.63,"{""url"":""https://s3.amazonaws.com/pichost/construe/1219138/43838813/u0071069226228161065077073178243005073253066001145045174111149140097107046217031253148048135123199.png""}",false,,,HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set1/Processed/nuclear_7.png,set1
1521824282,12/27/2017 04:10:58,3191394599,12/27/2017 03:45:23,false,test_rprocess,1.0,43838813,IND,19,Kushalnagar,103.35.197.63,"{""url"":""https://s3.amazonaws.com/pichost/construe/1219138/43838813/u0210002255141080118149038225014198131074141248126092027244118022250188118180030030207086029241025.png""}",false,,,HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set1/Processed/nuclear_8.png,set1
1521824283,12/27/2017 09:33:35,3191707998,12/27/2017 09:11:22,false,test_rprocess,1.0,43936156,IND,19,Kushalnagar,103.35.197.63,"{""url"":""https://s3.amazonaws.com/pichost/construe/1219138/43936156/u0195215167050190125190186134054189193169019191055080208077197044217123052021247181064134149045094.png""}",false,,,HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set1/Processed/nuclear_9.png,set1
1521824284,12/26/2017 11:42:29,3189850710,12/26/2017 11:25:37,false,test_rprocess,1.0,43922202,IND,"","",27.34.243.242,"{""url"":""https://s3.amazonaws.com/pichost/construe/1219138/43922202/u0159090069230037047111170204033126151181120054185076063218112065049052230210115136059192211189219.png""}",false,,,HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set1/Processed/nuclear_10.png,set1
1521824285,12/26/2017 10:12:15,3189737310,12/26/2017 09:59:09,false,test_rprocess,1.0,43838813,IND,19,Kushalnagar,103.35.197.63,"{""url"":""https://s3.amazonaws.com/pichost/construe/1219138/43838813/u0096233253234247108161216011241214172127234210155144217057137248171094114132209179112188059236059.png""}",false,,,HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set1/Processed/nuclear_11.png,set1
1521824286,12/28/2017 03:42:15,3194978639,12/28/2017 03:13:59,false,test_rprocess,1.0,43936156,IND,19,Kushalnagar,103.35.197.63,"{""url"":""https://s3.amazonaws.com/pichost/construe/1219138/43936156/u0146250113129009251016092100053108199177156062059213024028030015143139127172072015046051251184231.png""}",false,,,HeLa-S3,https://storage.googleapis.com/daves-new-bucket/data/nuclear/HeLa-S3/set1/Processed/nuclear_12.png,set1
