_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,annotation,broken_link,annotation_gold,broken_link_gold,cell_type,image_url,set_number
1521828104,1/3/2018 09:01:01,3218882631,1/3/2018 08:32:54,false,test_rprocess,1.0,43913098,IND,19,Kushalnagar,103.35.197.63,"{""url"":""https://s3.amazonaws.com/pichost/construe/1219152/43913098/u0220141138042148061142117223039216001080237032027121018028125203218099241218021140123206156050139.png""}",false,,,RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set2/Processed/nuclear_0.png,set2
1521828105,1/2/2018 09:25:02,3215675731,1/2/2018 09:09:03,false,test_rprocess,1.0,43838832,IND,"","",27.34.243.242,"{""url"":""https://s3.amazonaws.com/pichost/construe/1219152/43838832/u0124205251046242105167045074126048191068128160249046078077227103234143003089029001125244049078046.png""}",false,,,RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set2/Processed/nuclear_1.png,set2
1521828106,1/3/2018 08:30:44,3218842280,1/3/2018 08:05:18,false,test_rprocess,1.0,43913102,IND,19,Mysore,103.2.232.50,"{""url"":""https://s3.amazonaws.com/pichost/construe/1219152/43913102/u0112103011149236168247049229209207088087239101103091075076029096066131069166106222025180114253061.png""}",false,,,RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set2/Processed/nuclear_2.png,set2
1521828107,1/2/2018 11:29:36,3215841620,1/2/2018 11:03:01,false,test_rprocess,1.0,43838832,IND,"","",27.34.243.242,"{""url"":""https://s3.amazonaws.com/pichost/construe/1219152/43838832/u0025044081168150248169232159211236239208046067113113080060172239039125084207207176211063103050008.png""}",false,,,RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set2/Processed/nuclear_3.png,set2
1521828108,1/3/2018 08:32:41,3218844471,1/3/2018 08:09:17,false,test_rprocess,1.0,43936123,IND,19,Kushalnagar,103.35.197.63,"{""url"":""https://s3.amazonaws.com/pichost/construe/1219152/43936123/u0130186196137223205015014172061215082172237040226066155056113099052252004243030138004149092196225.png""}",false,,,RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set2/Processed/nuclear_4.png,set2
1521828109,1/3/2018 03:46:57,3218260647,1/3/2018 03:44:59,false,test_rprocess,1.0,43925392,IND,"","",27.34.243.242,"{""url"":""https://s3.amazonaws.com/pichost/construe/1219152/43925392/u0223003095125132122180227126024139189014088198250066209077095134034049186017105177166112011188135.png""}",false,,,RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set2/Processed/nuclear_5.png,set2
1521828110,1/2/2018 08:48:11,3215631733,1/2/2018 08:21:57,false,test_rprocess,1.0,43925392,IND,"","",27.34.243.242,"{""url"":""https://s3.amazonaws.com/pichost/construe/1219152/43925392/u0109176219179061168075072199149109155050202128216215255222106089236017226120068254150227172063237.png""}",false,,,RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set2/Processed/nuclear_6.png,set2
1521828111,1/2/2018 10:32:38,3215749065,1/2/2018 10:09:52,false,test_rprocess,1.0,43838832,IND,19,Mysore,103.2.232.50,"{""url"":""https://s3.amazonaws.com/pichost/construe/1219152/43838832/u0177140216048012001072197248129155191130160096107232168089023249051053093072108121050238057077102.png""}",false,,,RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set2/Processed/nuclear_7.png,set2
1521828112,1/3/2018 04:40:05,3218382805,1/3/2018 04:15:56,false,test_rprocess,1.0,43925392,IND,19,Mysore,103.2.232.50,"{""url"":""https://s3.amazonaws.com/pichost/construe/1219152/43925392/u0220103019202020252078147075030173166211113008113234224228134068019127027070004129252010224153034.png""}",false,,,RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set2/Processed/nuclear_8.png,set2
1521828113,1/3/2018 05:47:13,3218561083,1/3/2018 05:23:13,false,test_rprocess,1.0,43838832,IND,19,Mysore,103.2.232.50,"{""url"":""https://s3.amazonaws.com/pichost/construe/1219152/43838832/u0066019092203036171084114247132219193081167036048225153144020243200196210058080202035107126236155.png""}",false,,,RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set2/Processed/nuclear_9.png,set2
1521828114,1/2/2018 06:17:30,3215409139,1/2/2018 06:07:15,false,test_rprocess,1.0,43925392,IND,"","",27.34.243.242,"{""url"":""https://s3.amazonaws.com/pichost/construe/1219152/43925392/u0067005047111066131003153072235157188097055102225186120064174171028053035053194203254248153153113.png""}",false,,,RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set2/Processed/nuclear_10.png,set2
1521828115,1/3/2018 06:20:09,3218634600,1/3/2018 06:19:20,false,test_rprocess,1.0,43838832,IND,19,Kushalnagar,103.35.197.63,"{""url"":""https://s3.amazonaws.com/pichost/construe/1219152/43838832/u0046240036193219153020187206251017076208188153105147046203210184121030208085097101067185093053224.png""}",false,,,RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set2/Processed/nuclear_11.png,set2
1521828116,1/2/2018 07:32:38,3215522718,1/2/2018 07:14:02,false,test_rprocess,1.0,43925392,IND,19,Mysore,103.2.232.50,"{""url"":""https://s3.amazonaws.com/pichost/construe/1219152/43925392/u0079250006131005055070221251011134040170117063209244169071034018184012104157031148165044102155100.png""}",false,,,RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set2/Processed/nuclear_12.png,set2
1521828117,1/3/2018 09:18:47,3218912374,1/3/2018 09:00:32,false,test_rprocess,1.0,43838813,IND,"","",27.34.243.242,"{""url"":""https://s3.amazonaws.com/pichost/construe/1219152/43838813/u0014190160174199042088112158167247222061240180120074236066045007138128053032204202036229000105048.png""}",false,,,RAW264.7,https://storage.googleapis.com/daves-new-bucket/data/nuclear/RAW264.7/set2/Processed/nuclear_13.png,set2
